newspaper_id	time_ut	title	url	file_name
daily-ft-lk	1653942180	Justice Minister briefs Maha Nayaka of Amarapura Maha Nikaya on 21A	https://www.ft.lk/news/Justice-Minister-briefs-Maha-Nayaka-of-Amarapura-Maha-Nikaya-on-21A/56-735537	/tmp/news_lk2/articles/c8/c8dbef36.json
daily-ft-lk	1653942120	Suspect arrested for Atalugama girl’s murder confesses to the crime	https://www.ft.lk/news/Suspect-arrested-for-Atalugama-girl-s-murder-confesses-to-the-crime/56-735534	/tmp/news_lk2/articles/4c/4c02be1a.json
daily-ft-lk	1653942120	Litro to resume LP gas distribution from today	https://www.ft.lk/news/Litro-to-resume-LP-gas-distribution-from-today/56-735535	/tmp/news_lk2/articles/32/32c7c81d.json
daily-ft-lk	1653942120	UNP Chairman says failing to pay ISBs will have direct negative impact on economy	https://www.ft.lk/news/UNP-Chairman-says-failing-to-pay-ISBs-will-have-direct-negative-impact-on-economy/56-735536	/tmp/news_lk2/articles/5c/5cde8cf6.json
daily-ft-lk	1653941760	Alumex wins Bronze at Asia Integrated Reporting Awards	https://www.ft.lk/business/Alumex-wins-Bronze-at-Asia-Integrated-Reporting-Awards/34-735529	/tmp/news_lk2/articles/1a/1ac1e394.json
daily-ft-lk	1653941760	Resus Energy connects 6 MW Solar PV power plant to national grid	https://www.ft.lk/business/Resus-Energy-connects-6-MW-Solar-PV-power-plant-to-national-grid/34-735530	/tmp/news_lk2/articles/58/58fd751c.json
daily-ft-lk	1653940680	Lanka SSL sweeps 4 Gold awards at National Convention on Quality and Productivity	https://www.ft.lk/business/Lanka-SSL-sweeps-4-Gold-awards-at-National-Convention-on-Quality-and-Productivity/34-735518	/tmp/news_lk2/articles/d5/d5210c99.json
daily-ft-lk	1653940320	Road Map for a Literature Review	https://www.ft.lk/news/Road-Map-for-a-Literature-Review/56-735514	/tmp/news_lk2/articles/5f/5f88f5de.json
daily-mirror-lk	1653936360	Sri Lanka seeks another US$ 500 million credit from India for fuel	https://www.dailymirror.lk/breaking_news/Sri-Lanka-seeks-another-US-500-million-credit-from-India-for-fuel/108-238029	/tmp/news_lk2/articles/22/227dbd66.json
daily-mirror-lk	1653936360	Sri Lanka seeks another US$ 500 million credit from India for fuel	https://www.dailymirror.lk/latest_news/Sri-Lanka-seeks-another-US-500-million-credit-from-India-for-fuel/342-238029	/tmp/news_lk2/articles/9a/9a9574a7.json
ada-derana-lk	1653936120	President instructs officials to take speedy actions to ensure food security	http://www.adaderana.lk/news/82777/president-instructs-officials-to-take-speedy-actions-to-ensure-food-security	/tmp/news_lk2/articles/6e/6e32aa9f.json
daily-mirror-lk	1653936000	21 A should be a genuine move	https://www.dailymirror.lk/opinion/21-A-should-be-a-genuine-move/172-238054	/tmp/news_lk2/articles/f8/f8e011ce.json
daily-mirror-lk	1653935940	Unpopular opinion: Gota pushed the failing economy down the precipice Perhaps someone had to break it to fix it	https://www.dailymirror.lk/opinion/Unpopular-opinion-Gota-pushed-the-failing-economy-down-the-precipice-Perhaps-someone-had-to-break-it-to-fix-it/172-238055	/tmp/news_lk2/articles/0a/0aca639c.json
daily-mirror-lk	1653934380	IUSF on public awareness campaign...	https://www.dailymirror.lk/caption_story/IUSF-on-public-awareness-campaign/110-238032	/tmp/news_lk2/articles/6d/6d828366.json
daily-mirror-lk	1653934380	IUSF on public awareness campaign...	https://www.dailymirror.lk/latest_news/IUSF-on-public-awareness-campaign/342-238032	/tmp/news_lk2/articles/1c/1c4731d4.json
ada-derana-lk	1653929100	50,000 gas cylinders to be distributed daily from tomorrow	http://www.adaderana.lk/news/82776/50000-gas-cylinders-to-be-distributed-daily-from-tomorrow	/tmp/news_lk2/articles/ee/eee3115e.json
daily-mirror-lk	1653928380	Suspect arrested over Atulugama girl’s death confesses to murder	https://www.dailymirror.lk/latest_news/Suspect-arrested-over-Atulugama-girls-death-confesses-to-murder/342-238033	/tmp/news_lk2/articles/b2/b276168f.json
ada-derana-lk	1653928020	Social activist ‘Ratta’ granted bail	http://www.adaderana.lk/news/82775/social-activist-ratta-granted-bail	/tmp/news_lk2/articles/0a/0ae984e8.json
daily-mirror-lk	1653926340	People busy buying expensive veggies...	https://www.dailymirror.lk/latest_news/People-busy-buying-expensive-veggies/342-238031	/tmp/news_lk2/articles/7e/7eccbac0.json
daily-mirror-lk	1653926340	People busy buying expensive veggies...	https://www.dailymirror.lk/caption_story/People-busy-buying-expensive-veggies/110-238031	/tmp/news_lk2/articles/70/702859da.json
ada-derana-lk	1653926340	UK PM speaks to Ranil, pledges continued support to Sri Lanka	http://www.adaderana.lk/news/82774/uk-pm-speaks-to-ranil-pledges-continued-support-to-sri-lanka	/tmp/news_lk2/articles/d1/d1d66697.json
daily-mirror-lk	1653926220	Boralesgamuwa UC Chairman arrested	https://www.dailymirror.lk/latest_news/Boralesgamuwa-UC-Chairman-arrested/342-238030	/tmp/news_lk2/articles/1e/1e9194f5.json
daily-mirror-lk	1653926220	Boralesgamuwa UC Chairman arrested	https://www.dailymirror.lk/breaking_news/Boralesgamuwa-UC-Chairman-arrested/108-238030	/tmp/news_lk2/articles/00/00c6a961.json
daily-mirror-lk	1653925380	Focus on establishing a joint framework: Wajira	https://www.dailymirror.lk/latest_news/Focus-on-establishing-a-joint-framework-Wajira/342-238028	/tmp/news_lk2/articles/72/7263d032.json
daily-mirror-lk	1653925380	Focus on establishing a joint framework: Wajira	https://www.dailymirror.lk/breaking_news/Focus-on-establishing-a-joint-framework-Wajira/108-238028	/tmp/news_lk2/articles/a0/a0b3d2e4.json
ada-derana-lk	1653925200	Boralesgamuwa Urban Council chairman arrested	http://www.adaderana.lk/news/82773/boralesgamuwa-urban-council-chairman-arrested	/tmp/news_lk2/articles/10/104f6f65.json
island-lk	1653924780	SL artistes abroad concerned about…	http://island.lk/sl-artistes-abroad-concerned-about/	/tmp/news_lk2/articles/70/70476b1b.json
island-lk	1653924060	High manufacturing costs having negative impact on CSE	http://island.lk/high-manufacturing-costs-having-negative-impact-on-cse/	/tmp/news_lk2/articles/b6/b6eba731.json
island-lk	1653924000	Save Our Future FIA – Grant Programme on Road Safety	http://island.lk/save-our-future-fia-grant-programme-on-road-safety/	/tmp/news_lk2/articles/7b/7bb2d74f.json
island-lk	1653924000	World Bank to disburse approximately USD 700mn to Lanka within the next few months	http://island.lk/world-bank-to-disburse-approximately-usd-700mn-to-lanka-within-the-next-few-months/	/tmp/news_lk2/articles/bf/bfc03e08.json
news-first-lk	1653923280	YouTuber ‘Ratta’ released on bail	https://www.newsfirst.lk/2022/05/30/youtuber-ratta-released-on-bail/	/tmp/news_lk2/articles/2e/2eea848e.json
economy-next-com	1653921960	UK PM assures Sri Lanka counterpart assistance with climate change, exports	https://economynext.com/uk-pm-assures-sri-lanka-counterpart-assistance-with-climate-change-exports-94938/	/tmp/news_lk2/articles/8b/8b55b534.json
news-first-lk	1653921840	UK PM pledged support to Sri Lanka: PM	https://www.newsfirst.lk/2022/05/30/uk-pm-pledged-support-to-sri-lanka-pm/	/tmp/news_lk2/articles/c9/c9f76f2c.json
news-first-lk	1653919380	Bastian Mw Shooting: Inquiry reveals targets were returning from a court case, and are Ex-Commandos-turned-bouncers	https://www.newsfirst.lk/2022/05/30/bastian-mw-shooting-inquiry-reveals-targets-were-returning-from-a-court-case-and-are-ex-commandos-turned-bouncers/	/tmp/news_lk2/articles/05/0554d967.json
economy-next-com	1653918840	Sri Lankan YouTuber and anti-government protestor Ratta arrested	https://economynext.com/sri-lankan-youtuber-and-anti-government-protestor-ratta-arrested-94936/	/tmp/news_lk2/articles/85/85bf1019.json
ada-derana-lk	1653918780	Court permits police to detain suspect arrested over Atulugama murder	http://www.adaderana.lk/news/82772/court-permits-police-to-detain-suspect-arrested-over-atulugama-murder	/tmp/news_lk2/articles/2d/2d6fe863.json
news-first-lk	1653917580	Defence Minister meets with IGP & AG, Tennakoon granted leave	https://www.newsfirst.lk/2022/05/30/defence-minister-meets-with-igp-ag-tennakoon-granted-leave/	/tmp/news_lk2/articles/76/76d7f9af.json
news-first-lk	1653917580	Security Minister meets with IGP & AG, Tennakoon granted leave	https://www.newsfirst.lk/2022/05/30/security-minister-meets-with-igp-ag-tennakoon-granted-leave/	/tmp/news_lk2/articles/5f/5f2bb2ba.json
news-first-lk	1653917400	Atalugama Tragedy: No Sexual Assault & Suspect detained for interrogation – Latest details from Police inquiry	https://www.newsfirst.lk/2022/05/30/atalugama-tragedy-no-sexual-assault-suspect-detained-for-interrogation-latest-details-from-police-inquiry/	/tmp/news_lk2/articles/bc/bcec78b9.json
daily-mirror-lk	1653917040	Gnanasara Thera visits Saudi Arabia to discuss religious extremism in SL	https://www.dailymirror.lk/latest_news/Gnanasara-Thera-visits-Saudi-Arabia-to-discuss-religious-extremism-in-SL/342-238027	/tmp/news_lk2/articles/95/95f22c4c.json
daily-mirror-lk	1653917040	Gnanasara Thera visits Saudi Arabia to discuss religious extremism in SL	https://www.dailymirror.lk/breaking_news/Gnanasara-Thera-visits-Saudi-Arabia-to-discuss-religious-extremism-in-SL/108-238027	/tmp/news_lk2/articles/1a/1ad81984.json
news-first-lk	1653916320	Ven. Pallewela Devarakkhitha Thero stabbed	https://www.newsfirst.lk/2022/05/30/ven-pallewela-devarakkhitha-thero-stabbed/	/tmp/news_lk2/articles/62/626625ce.json
news-first-lk	1653916080	Man arrested after smearing Mona Lisa with cake	https://www.newsfirst.lk/2022/05/30/man-arrested-after-smearing-mona-lisa-with-cake/	/tmp/news_lk2/articles/59/59bcc3ae.json
ada-derana-lk	1653915120	Sri Lankan YouTuber ‘Ratta’ arrested by police	http://www.adaderana.lk/news/82771/sri-lankan-youtuber-ratta-arrested-by-police	/tmp/news_lk2/articles/9e/9e58e887.json
daily-mirror-lk	1653914100	Social media activist ’Ratta’ arrested	https://www.dailymirror.lk/breaking_news/Social-media-activist-Ratta-arrested/108-238025	/tmp/news_lk2/articles/c2/c2d5aa11.json
daily-mirror-lk	1653914100	Social media activist ’Ratta’ arrested	https://www.dailymirror.lk/latest_news/Social-media-activist-Ratta-arrested/342-238025	/tmp/news_lk2/articles/96/9621fb0f.json
news-first-lk	1653913620	‘Ratta’ – Sri Lankan YouTuber arrested	https://www.newsfirst.lk/2022/05/30/ratta-sri-lankan-youtuber-arrested/	/tmp/news_lk2/articles/b6/b6508ca6.json
ada-derana-lk	1653912900	Distribution of domestic LP gas cylinders to resume tomorrow	http://www.adaderana.lk/news/82770/distribution-of-domestic-lp-gas-cylinders-to-resume-tomorrow	/tmp/news_lk2/articles/6e/6e2cdc68.json
daily-mirror-lk	1653912180	Chokolaate Mother-Daughter Fashion Designer finale	https://www.dailymirror.lk/latest_news/Chokolaate-Mother-Daughter-Fashion-Designer-finale/342-238024	/tmp/news_lk2/articles/c6/c677537d.json
economy-next-com	1653912180	Sri Lanka’s Litro Gas to resume distribution on May 21	https://economynext.com/sri-lankas-litro-gas-to-resume-distribution-on-may-21-94935/	/tmp/news_lk2/articles/e8/e867909a.json
economy-next-com	1653912180	Sri Lanka’s Litro Gas to resume distribution on May 31	https://economynext.com/sri-lankas-litro-gas-to-resume-distribution-on-may-31-94935/	/tmp/news_lk2/articles/7e/7e3ab488.json
daily-mirror-lk	1653912180	Chokolaate Mother-Daughter Fashion Designer finale	https://www.dailymirror.lk/caption_story/Chokolaate-Mother-Daughter-Fashion-Designer-finale/110-238024	/tmp/news_lk2/articles/70/70a4b4c6.json
ada-derana-lk	1653911820	CBSL reassures commitment to ensuring availability of foreign exchange for import of essentials	http://www.adaderana.lk/news/82769/cbsl-reassures-commitment-to-ensuring-availability-of-foreign-exchange-for-import-of-essentials	/tmp/news_lk2/articles/3c/3c7f083c.json
news-first-lk	1653911700	Will ensure forex availability : CBSL	https://www.newsfirst.lk/2022/05/30/will-ensure-forex-availability-cbsl/	/tmp/news_lk2/articles/d6/d65b9f42.json
news-first-lk	1653911460	Sri Lanka seeks NZ support for energy	https://www.newsfirst.lk/2022/05/30/sri-lanka-seeks-nz-support-for-energy/	/tmp/news_lk2/articles/f1/f145c529.json
daily-mirror-lk	1653911100	Update: Kottu maker revealed  truth in nine-year-old girl's murder	https://www.dailymirror.lk/latest_news/Update-Kottu-maker-revealed-truth-in-nine-year-old-girl-s-murder/342-238014	/tmp/news_lk2/articles/82/82d8a0c4.json
daily-mirror-lk	1653911100	Update: Kottu maker revealed  truth in nine-year-old girl's murder	https://www.dailymirror.lk/top_story/Update-Kottu-maker-revealed-truth-in-nine-year-old-girl-s-murder/155-238014	/tmp/news_lk2/articles/53/53193822.json
news-first-lk	1653910440	Litro to resume distribution on Tuesday (31) Check Availability	https://www.newsfirst.lk/2022/05/30/litro-to-resume-distribution-on-tuesday-31-check-availability/	/tmp/news_lk2/articles/53/5380049d.json
daily-mirror-lk	1653909060	SJB says will support 21A only if shortcomings rectified	https://www.dailymirror.lk/breaking_news/SJB-says-will-support-21A-only-if-shortcomings-rectified/108-238023	/tmp/news_lk2/articles/2c/2c5f1f25.json
daily-mirror-lk	1653909060	SJB says will support 21A only if shortcomings rectified	https://www.dailymirror.lk/latest_news/SJB-says-will-support-21A-only-if-shortcomings-rectified/342-238023	/tmp/news_lk2/articles/81/81441022.json
economy-next-com	1653908340	Sri Lanka CB takes on task finding dollars for food after open account ban	https://economynext.com/sri-lanka-cb-takes-on-task-finding-dollars-for-food-after-open-account-ban-94933/	/tmp/news_lk2/articles/78/78441a0f.json
economy-next-com	1653908340	Sri Lanka CB takes on task finding dollars for food after open account trade ban	https://economynext.com/sri-lanka-cb-takes-on-task-finding-dollars-for-food-after-open-account-trade-ban-94933/	/tmp/news_lk2/articles/59/59d713ca.json
daily-mirror-lk	1653907920	World Bank denies Foreign Ministry’s claim of $700 million financing	https://www.dailymirror.lk/breaking_news/World-Bank-denies-Foreign-Ministrys-claim-of-700-million-financing/108-238022	/tmp/news_lk2/articles/88/882fd4cd.json
daily-mirror-lk	1653907920	World Bank denies Foreign Ministry’s claim of $700 million financing	https://www.dailymirror.lk/latest_news/World-Bank-denies-Foreign-Ministrys-claim-of-700-million-financing/342-238022	/tmp/news_lk2/articles/50/508ba907.json
economy-next-com	1653907680	Sri Lanka warned of lashing rains and strong winds	https://economynext.com/sri-lanka-warned-of-lashing-rains-and-strong-winds-94932/	/tmp/news_lk2/articles/39/399bc72e.json
news-first-lk	1653907620	Sapugaskanda operations face technical issue on day of resumption	https://www.newsfirst.lk/2022/05/30/sapugaskanda-operations-face-technical-issue-on-day-of-resumption/	/tmp/news_lk2/articles/23/23eebb3d.json
news-first-lk	1653907560	World Bank says no new financing to Sri Lanka, denies reports of USD 700 Mn	https://www.newsfirst.lk/2022/05/30/world-bank-says-no-new-financing-to-sri-lanka-denies-reports-of-usd-700-mn/	/tmp/news_lk2/articles/4e/4e82db47.json
news-first-lk	1653907560	World Bank to disburse USD 700Mn to Sri Lanka, Country Director disagrees	https://www.newsfirst.lk/2022/05/30/world-bank-to-disburse-usd-700mn-to-sri-lanka-country-director-disagrees/	/tmp/news_lk2/articles/c1/c10ef97d.json
news-first-lk	1653907560	World Bank clarifies USD 700Mn disbursement	https://www.newsfirst.lk/2022/05/30/world-bank-clarifies-usd-700mn-disbursement/	/tmp/news_lk2/articles/4d/4dfa3919.json
news-first-lk	1653907260	Launch a public-private partnership program on food security- President	https://www.newsfirst.lk/2022/05/30/launch-a-public-private-partnership-program-on-food-security-president/	/tmp/news_lk2/articles/8c/8c2bbfa4.json
daily-mirror-lk	1653906600	21A handed over to Maha Sangha	https://www.dailymirror.lk/caption_story/21A-handed-over-to-Maha-Sangha/110-238021	/tmp/news_lk2/articles/ed/ed47e8ac.json
daily-mirror-lk	1653906600	21A handed over to Maha Sangha	https://www.dailymirror.lk/latest_news/21A-handed-over-to-Maha-Sangha/342-238021	/tmp/news_lk2/articles/e2/e2eea85b.json
economy-next-com	1653905940	Sri Lanka’s independent MPs will support PM’s proposal for oversight committees	https://economynext.com/sri-lankas-independent-mps-will-support-pms-proposal-for-oversight-committees-94929/	/tmp/news_lk2/articles/25/258189d6.json
daily-mirror-lk	1653905820	Minor technical fault reported at Sapugaskanda refinery	https://www.dailymirror.lk/breaking_news/Minor-technical-fault-reported-at-Sapugaskanda-refinery/108-238019	/tmp/news_lk2/articles/b3/b3946399.json
daily-mirror-lk	1653905820	Minor technical fault reported at Sapugaskanda refinery	https://www.dailymirror.lk/latest_news/Minor-technical-fault-reported-at-Sapugaskanda-refinery/342-238019	/tmp/news_lk2/articles/f8/f8827138.json
news-first-lk	1653905640	Fake Passport : Shashi Weerawansa’s bail appeal postponed	https://www.newsfirst.lk/2022/05/30/fake-passport-shashi-weerawansas-bail-appeal-postponed/	/tmp/news_lk2/articles/d9/d91d07e6.json
news-first-lk	1653905580	Atalugama Tragedy: 29-yr old suspect arrested	https://www.newsfirst.lk/2022/05/30/atalugama-tragedy-29-yr-old-suspect-arrested/	/tmp/news_lk2/articles/b2/b23dff16.json
ada-derana-lk	1653905340	Sri Lanka seeks short term financial assistance from World Bank	http://www.adaderana.lk/news/82768/sri-lanka-seeks-short-term-financial-assistance-from-world-bank	/tmp/news_lk2/articles/80/8047ec40.json
daily-mirror-lk	1653904860	If President resigns, Basil could become President: Wijeyadasa	https://www.dailymirror.lk/breaking_news/If-President-resigns-Basil-could-become-President-Wijeyadasa/108-238018	/tmp/news_lk2/articles/67/67bb5adc.json
daily-mirror-lk	1653904860	If President resigns, Basil could become President: Wijeyadasa	https://www.dailymirror.lk/latest_news/If-President-resigns-Basil-could-become-President-Wijeyadasa/342-238018	/tmp/news_lk2/articles/cc/cc93e29d.json
news-first-lk	1653904740	CBSL exchange rate on Monday (30)	https://www.newsfirst.lk/2022/05/30/cbsl-exchange-rate-on-monday-30/	/tmp/news_lk2/articles/4a/4a7cf7dc.json
ada-derana-lk	1653904560	Train fares for reserved seats to be increased	http://www.adaderana.lk/news/82767/train-fares-for-reserved-seats-to-be-increased	/tmp/news_lk2/articles/48/48fc91c8.json
daily-mirror-lk	1653904080	10 including JVP former PS member arrested over May 9 violence	https://www.dailymirror.lk/breaking_news/10-including-JVP-former-PS-member-arrested-over-May-9-violence/108-238017	/tmp/news_lk2/articles/09/09a0d500.json
economy-next-com	1653904020	World Bank reiterates no new financing to Sri Lanka, denies reports of 700mn USD in aid	https://economynext.com/world-bank-reiterates-no-new-financing-to-sri-lanka-denies-reports-of-700mn-usd-in-aid-94927/	/tmp/news_lk2/articles/fe/fe276042.json
daily-mirror-lk	1653902820	Railway dept. to revise seat reservation charges	https://www.dailymirror.lk/breaking_news/Railway-dept-to-revise-seat-reservation-charges/108-238016	/tmp/news_lk2/articles/4c/4cf04968.json
daily-mirror-lk	1653902820	Railway dept. to revise seat reservation charges	https://www.dailymirror.lk/latest_news/Railway-dept-to-revise-seat-reservation-charges/342-238016	/tmp/news_lk2/articles/ab/abcfab58.json
economy-next-com	1653900780	Sri Lanka minister hunts forex for June oil imports	https://economynext.com/sri-lanka-minister-hunts-forex-for-june-oil-imports-94925/	/tmp/news_lk2/articles/d3/d340c91a.json
daily-mirror-lk	1653900300	Update: Suspect arrested over Atulugama girl's death confesses to murder	https://www.dailymirror.lk/top_story/Update-Suspect-arrested-over-Atulugama-girl-s-death-confesses-to-murder/155-238014	/tmp/news_lk2/articles/88/88f5b8a3.json
daily-mirror-lk	1653900300	Update: Suspect arrested over Atulugama girl's death confesses to murder	https://www.dailymirror.lk/breaking_news/Update-Suspect-arrested-over-Atulugama-girl-s-death-confesses-to-murder/108-238014	/tmp/news_lk2/articles/ba/ba0782cc.json
ada-derana-lk	1653900000	Suspect arrested over death of 9-year-old girl from Atulugama	http://www.adaderana.lk/news/82766/suspect-arrested-over-death-of-9-year-old-girl-from-atulugama	/tmp/news_lk2/articles/65/65295f82.json
daily-mirror-lk	1653899340	Suspect arrested over Atulugama girl’s death	https://www.dailymirror.lk/breaking_news/Suspect-arrested-over-Atulugama-girls-death/108-238014	/tmp/news_lk2/articles/41/415b361b.json
daily-mirror-lk	1653898560	Be fair, be reasonable	https://www.dailymirror.lk/latest_news/Be-fair-be-reasonable/342-238012	/tmp/news_lk2/articles/37/377e256b.json
daily-mirror-lk	1653898560	Be fair, be reasonable	https://www.dailymirror.lk/caption_story/Be-fair-be-reasonable/110-238012	/tmp/news_lk2/articles/91/919ecacb.json
ada-derana-lk	1653898380	Bribery Commission again files case against Johnston	http://www.adaderana.lk/news/82765/bribery-commission-again-files-case-against-johnston	/tmp/news_lk2/articles/6f/6fa0f306.json
economy-next-com	1653896400	Sri Lanka rupee at 365.7 to TT dollar, interbank rupee at 360.7	https://economynext.com/sri-lanka-rupee-at-365-7-to-tt-dollar-interbank-rupee-at-360-7-94922/	/tmp/news_lk2/articles/e3/e36f81e3.json
daily-mirror-lk	1653896340	Deshabandu Thennakoon takes leave: Acting SDIG appointed for WP	https://www.dailymirror.lk/breaking_news/Deshabandu-Thennakoon-takes-leave-Acting-SDIG-appointed-for-WP/108-238010	/tmp/news_lk2/articles/50/5006117a.json
daily-mirror-lk	1653895980	Bribery Commission files fresh indictment against Johnston Fernando	https://www.dailymirror.lk/breaking_news/Bribery-Commission-files-fresh-indictment-against-Johnston-Fernando/108-238009	/tmp/news_lk2/articles/3a/3abe1d66.json
daily-mirror-lk	1653895980	Bribery Commission files fresh indictment against Johnston Fernando	https://www.dailymirror.lk/latest_news/Bribery-Commission-files-fresh-indictment-against-Johnston-Fernando/342-238009	/tmp/news_lk2/articles/2d/2d541f84.json
daily-mirror-lk	1653895860	Causing disturbance to public: Case against Wimal and others fixed for trial	https://www.dailymirror.lk/breaking_news/Causing-disturbance-to-public-Case-against-Wimal-and-others-fixed-for-trial/108-238007	/tmp/news_lk2/articles/71/714a2ba3.json
daily-mirror-lk	1653895860	Causing disturbance to public: Case against Wimal and others fixed for trial	https://www.dailymirror.lk/latest_news/Causing-disturbance-to-public-Case-against-Wimal-and-others-fixed-for-trial/342-238007	/tmp/news_lk2/articles/77/77315c46.json
daily-mirror-lk	1653895320	’Readers are Leaders’	https://www.dailymirror.lk/caption_story/Readers-are-Leaders/110-238013	/tmp/news_lk2/articles/b0/b096c36f.json
